vendorKey,company,website,domain,primaryType,genericEmails,allEmails,phoneNumbers,linkedinUrls,contactPageUrls,titleSnippets,confidence,pagesScannedCount,bestFor,recommendedRole
technical:5:CSIS Security Group,CSIS Security Group,https://www.csis.com,csis.com,Technical,contact@csis.com | info@csis.com,contact@csis.com | info@csis.com,+45 88 13 60 30,https://www.linkedin.com/company/csis-security-group/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:6:Dubex,Dubex,https://dubex.dk,dubex.dk,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:7:NetNordic Denmark,NetNordic Denmark,https://netnordicdenmark.dk,netnordicdenmark.dk,Technical,,sales.dk@netnordic.com,+45 4331 4000,https://www.linkedin.com/company/netnordicdanmark/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, inklusive netværkssikkerhed, segmentering og hardening, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:8:NNIT,NNIT,https://www.nnit.com,nnit.com,Technical,,nnitcontact@nnit.com,45 7024 4242 | 45 4437 1001 | 2109 31 06,https://www.linkedin.com/company/nnit/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:9:Orange Cyberdefense Denmark,Orange Cyberdefense Denmark,https://orangecyberdefense.com/dk,orangecyberdefense.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:10:Accenture Denmark Cybersecurity Engineering,Accenture Denmark Cybersecurity Engineering,https://www.accenture.com/dk-en,accenture.com,Technical,,,0 0 107 118 | 107 74.4053 | 69.1887 59 | 8.16667 15 | 10.8333 10 | 13.1667 10 | 184.51218,"https://www.linkedin.com/company/accenture-denmark-finland-norway-sweden/ | https://www.linkedin.com/company/accenture&#34;,&#34;analytics-engagement&#34;:&#34;false&#34;,&#34;analytics-link-type&#34;:&#34;nav/paginate&#34;,&#34;analytics-link-name&#34;:&#34;linkedin&#34;,&#34;analytics-module-name&#34;:&#34;top | https://www.linkedin.com/company/accenture",,,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:11:Eviden Cybersecurity Services Denmark,Eviden Cybersecurity Services Denmark,https://eviden.com,eviden.com,Technical,,pierre-yves.jolivet@eviden.com | boghos.boghossian@eviden.com | bernard.payer@eviden.com | yann.vincent@eviden.com,+33 1 73 26 00 00 | +33173260000,https://www.linkedin.com/company/eviden,https://eviden.com/contact-us/ | https://eviden.com/about-us/,,high,3,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:12:Aeven Security Engineering,Aeven Security Engineering,https://www.aeven.com,aeven.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, samt backup, recovery og robust it-drift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:13:Palo Alto Networks Unit 42,Palo Alto Networks Unit 42,https://unit42.paloaltonetworks.com,unit42.paloaltonetworks.com,Technical,,mops@paloaltonetworks.com,2025-55182 | 2026-1731 | 2026-1281 | 2026-1340 | 2025 2025,https://www.linkedin.com/company/palo-alto-networks,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, med tydelig cloud- og platformskompetence, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:14:Sopra Steria Security Engineering,Sopra Steria Security Engineering,https://www.soprasteria.com,soprasteria.com,Technical,,,,https://www.linkedin.com/company/soprasteria,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:15:Truesec Security Engineering,Truesec Security Engineering,https://www.truesec.com,truesec.com,Technical,hello@truesec.com,hello@truesec.com,2025-53521 | +46 8 10 00 10 | 45 32 24 00 70 | 13-15 8200 | +468100010 | +45 32 24 00 70 | +4532240070,https://www.linkedin.com/company/truesec/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:16:Advania Denmark Security Services,Advania Denmark Security Services,https://www.advania.dk,advania.dk,Technical,,,+45 3948 4800 | +4539484800,https://www.linkedin.com/company/advania-danmark/,,,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, samt backup, recovery og robust it-drift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:17:Capgemini Denmark Cybersecurity,Capgemini Denmark Cybersecurity,https://www.capgemini.com,capgemini.com,Technical,,,,https://www.linkedin.com/company/capgemini,,IT Morocco | IT Morocco,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:18:Devoteam Denmark Cloud & Cyber,Devoteam Denmark Cloud & Cyber,https://www.devoteam.com,devoteam.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, med tydelig cloud- og platformskompetence, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:19:Fujitsu Denmark Security Services,Fujitsu Denmark Security Services,https://www.fujitsu.com/dk,fujitsu.com,Technical,,,2021 - 2026,https://www.linkedin.com/company/fujitsu,,Your Sustainability Transformation Partner,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, samt backup, recovery og robust it-drift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:20:mnemonic Incident & Security Engineering,mnemonic Incident & Security Engineering,https://www.mnemonic.io,mnemonic.io,Technical,,,+47 23 20 47 00 | +46 8 444 8990 | +45 33 22 02 02 | +31 30 899 40 19 | +44 203 973 0036 | +1 650 241 4550 | +4723204700 | +31308994019 | +442039730036 | +16502414550,https://www.linkedin.com/company/mnemonic,,,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:21:NTT DATA Business Solutions Denmark Security,NTT DATA Business Solutions Denmark Security,https://www.nttdata-solutions.com,nttdata-solutions.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:22:Venzo Cyber Security,Venzo Cyber Security,https://venzo.com,venzo.com,Technical,hello@venzo.com,hello@venzo.com | venzo@venzo.onmicrosoft.com,+45 33 11 00 85,,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:23:2Secure Security Engineering,2Secure Security Engineering,https://2secure.se,2secure.se,Technical,info@2secure.se | info@2secure.see,info@2secure.se | info@2secure.see,34037 100 26 | +46 8 656 50 00 | 10.00-12.00 | +46(0)8 656 50 00 | +4686565000 | +468 656 50 00,https://www.linkedin.com/company/2secure-ab/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:24:Cegal Danmark Security Services,Cegal Danmark Security Services,https://www.cegal.com,cegal.com,Technical,,,,https://www.linkedin.com/company/cegalglobal,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:25:Crayon Denmark Security Implementation,Crayon Denmark Security Implementation,https://www.crayon.com,crayon.com,Technical,,,,,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, med tydelig cloud- og platformskompetence, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:26:Microsoft Danmark Security Advisory,Microsoft Danmark Security Advisory,https://www.microsoft.com/da-dk,microsoft.com,Technical,,,,,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, med tydelig cloud- og platformskompetence, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:27:Ravn IT,Ravn IT,https://www.ravnit.dk,ravnit.dk,Technical,support@ravnit.dk,support@ravnit.dk,70 400 300 | 8-15 70 400 300,https://www.linkedin.com/company/ravn-it/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:28:Sentia Denmark Cloud Security,Sentia Denmark Cloud Security,https://www.sentia.com,sentia.com,Technical,,,45) 33 36 63 00,,,,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, med tydelig cloud- og platformskompetence, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:29:TDC Erhverv,TDC Erhverv,https://tdc.dk/erhverv,tdc.dk,Technical,,,,https://www.linkedin.com/company/tdcerhverv/,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:30:Check Point Professional Services,Check Point Professional Services,https://www.checkpoint.com,checkpoint.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, inklusive netværkssikkerhed, segmentering og hardening, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:31:Dustin Denmark Security & Infrastructure,Dustin Denmark Security & Infrastructure,https://www.dustin.dk,dustin.dk,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mindre og mellemstore virksomheder","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:32:Fortinet Professional Services,Fortinet Professional Services,https://www.fortinet.com,fortinet.com,Technical,,,,https://www.linkedin.com/company/fortinet/ | https://www.linkedin.com/company/fortinet,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, inklusive netværkssikkerhed, segmentering og hardening, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:33:HCLTech Denmark Cybersecurity Services,HCLTech Denmark Cybersecurity Services,https://www.hcltech.com,hcltech.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, samt backup, recovery og robust it-drift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:34:Infosys Denmark Cybersecurity Services,Infosys Denmark Cybersecurity Services,https://www.infosys.com,infosys.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:35:Tata Consultancy Services Denmark Cybersecurity,Tata Consultancy Services Denmark Cybersecurity,https://www.tcs.com,tcs.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:36:Wipro Denmark Cyber Defense Engineering,Wipro Denmark Cyber Defense Engineering,https://www.wipro.com,wipro.com,Technical,,,,https://www.linkedin.com/company/wipro,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:37:Arrow ECS Denmark Security Solutions,Arrow ECS Denmark Security Solutions,https://www.arrow.com,arrow.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:38:Hewlett Packard Enterprise Denmark Security,Hewlett Packard Enterprise Denmark Security,https://www.hpe.com/dk/da,hpe.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:39:Redpill Linpro Denmark,Redpill Linpro Denmark,https://www.redpill-linpro.com,redpill-linpro.com,Technical,,,,https://www.linkedin.com/company/redpill-linpro/,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, med tydelig cloud- og platformskompetence, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:40:CGI Denmark,CGI Denmark,https://www.cgi.com/danmark,cgi.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:41:CyberNordic,CyberNordic,https://cybernordic.dk,cybernordic.dk,Technical,kontakt@cybernordic.dk,kontakt@cybernordic.dk,+45 4290 1337,https://www.linkedin.com/company/cybernordic/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:42:DXC Technology Denmark,DXC Technology Denmark,https://dxc.com/dk/da,dxc.com,Technical,,,,https://www.linkedin.com/company/dxctechnology/,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:43:GlobalConnect,GlobalConnect,https://globalconnect.dk,globalconnect.dk,Technical,,,+45 77303000 | +4577303000,https://www.linkedin.com/company/globalconnect-a-s | https://www.linkedin.com/company/globalconnect-a-s/,,,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:44:IBM Danmark,IBM Danmark,https://www.ibm.com/dk-da,ibm.com,Technical,,xxx@ccc.com,,"https://www.linkedin.com/company/ibm] | https://www.linkedin.com/company/ibm&#34;},{&#34;title&#34;:&#34;X&#34;,&#34;url&#34;:&#34;https://www.twitter.com/ibm&#34;},{&#34;title&#34;:&#34;Instagram&#34;,&#34;url&#34;:&#34;https://www.instagram.com/ibm&#34;},{&#34;title&#34;:&#34;YouTube&#34;,&#34;url&#34;:&#34;https://www.youtube.com/@IBM&#34;},{&#34;title&#34;:&#34;Podcasts&#34;,&#34;url&#34;:&#34;https://www.ibm.com/think/podcasts&#34;}]},{&#34;title&#34;:&#34;Connect&#34;,&#34;links&#34;:[{&#34;title&#34;:&#34;Business",,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:45:Improsec,Improsec,https://improsec.com,improsec.com,Technical,,information@itm8.com,+45 9195 9595 | +45 6916 0004 | +4591959595,https://www.linkedin.com/company/itm8dk/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:46:KMD,KMD,https://www.kmd.dk,kmd.dk,Technical,,,,"https://www.linkedin.com/company/kmd&quot;,&quot;text&quot;:&quot;linkedin&quot;,&quot;target&quot;:&quot;_blank&quot;},&quot;socialLinkType&quot;:&quot;linkedin&quot;},{&quot;link&quot;:{&quot;link&quot;:&quot;https://www.youtube.com/user/KMDit&quot;,&quot;text&quot;:&quot;youtube&quot;,&quot;target&quot;:&quot;_blank&quot;},&quot;socialLinkType&quot;:&quot;youtube&quot;}],&quot;siteTitle&quot;:&quot;KMD&quot;,&quot;homepage&quot;:&quot;/&quot;,&quot;stylesheet&quot;:&quot;kmd-refresh&quot;,&quot;additionalInformationToRight&quot;:true}",,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:47:Kyndryl Denmark,Kyndryl Denmark,https://www.kyndryl.com/dk/da,kyndryl.com,Technical,,,,"https://www.linkedin.com/company/kyndryl/\&#34;,\&#34;iconPath\&#34;:\&#34;/content/dam/kyndrylprogram/en/global/social/linkedin-dark.svg\&#34;},{\&#34;type\&#34;:\&#34;twitter\&#34;,\&#34;mainLink\&#34;:\&#34;https://twitter.com/kyndryl\&#34;,\&#34;iconPath\&#34;:\&#34;/content/dam/kyndrylprogram/en/global/social/twitter-dark.svg\&#34;}]&#34;}} | https://www.linkedin.com/company/kyndryl/",,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:48:Netcompany,Netcompany,https://www.netcompany.com,netcompany.com,Technical,kontakt@netcompany.com,kontakt@netcompany.com | mbkk@netcompany.com | marott@netcompany.com | ir@netcompany.com | jathe@netcompany.com | mem@netcompany.com | jol@netcompany.com | kostas.thivaios@netcompany.com | michael.neville@netcompany.com | jmo@netcompany.com | info.uk@netcompany.com | information@netcompany.com | info.nl@netcompany.com | pl.office@netcompany.com,,,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:49:Proact Denmark,Proact Denmark,https://www.proact.dk,proact.dk,Technical,info@proact.eu | info@proact.se | info@proact.de | info@proact.dk | info@proact.ee | info@proact.fi | info@proact.lt | info@proact.nl,info@proact.eu | info@proact.se | info@proact.de | info@proact.dk | info@proact.ee | info@proact.fi | info@proact.lt | info@proact.nl | cz.info@proact.eu | firmapost@proact.no,+46 8 410 666 00 | 556494-3446 | +46 (0)8 410 666 00 | +420 596 111 933 | +32 2 725 45 18 | +49 911 30999 0 | +4570101132 | +372 663 0900 | 17-19 00510 | +3580207919200 | +37052526140 | +371 (6)7 819 444 | +31 30 30 33 200 | +47 22 89 23 89 | +358 207 919200 | +460841066600 | +420596111933 | +3227254518 | +49911309990 | +3726630900 | +37167819444 | +31303033200 | +4722892389 | +358207919200,https://www.linkedin.com/company/proact | https://www.linkedin.com/company/9459 | https://www.linkedin.com/company/proact/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:50:Tietoevry Denmark,Tietoevry Denmark,https://www.tietoevry.com/dk,tietoevry.com,Technical,,news@tietoevry.com,+358 40 5704072,https://www.linkedin.com/company/tieto,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:51:Trifork Security,Trifork Security,https://triforksecurity.com,triforksecurity.com,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, med tydelig cloud- og platformskompetence, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:52:twoday Denmark,twoday Denmark,https://www.twoday.dk,twoday.dk,Technical,,,,,,,low,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:53:Unit IT,Unit IT,https://www.unitit.dk,unitit.dk,Technical,,,,,,,none,0,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
